ID,Volume,Page,Date,Date_certainty,Author,Title,Imprint,Quotation,headnote
part1_p36_a4,Vol.1,p36-43,1430,high,"Lydgate, John.",Fall of Princes.,"MSS. Harl. 1766, ff. 8, 8b, 9, 9b, 26, 26b, 101, 190, and 262, and Harl. 4203, ff. 78b, col. 2. 140b, col. 1.","[1] Here begynneth the boke of Johan Bochas discryuing the fall
of princes.... Translated in to Englysshe by John Lydgate. [col.]
Imprinted at London in flete strete by Richarde Pynson.... 1527.
[2] A Treatise...shewing..the falles of...Princes...First.
compyled in Latin by the excellent Clerke Bocacius...and...
translated...by Dan John Lidgate... [col.] Imprinted at
London ... by Richard Tottel 1554.
[3] The tragedies, gathered by John Bochass, of all such Princes
as fell from theyr estates. ... Translated into Englysh by John
Lydgate. ... Imprinted at London, by John Wayland... [1558]
[For convenience of identification, references to all three editions
are given, numbered respectively 1, 2, 3.]
Harl. 1766, fol. 8-9b (1) A ii-iii (2) A ii-iii (3) Ai i-ii b
"" "" "" 26-26b (1) viii b-ix (2) viii b-ix (3) viii-b
"" "" "" 101 (1) xlvii (2) xlvi (3) xliii b
"" 4203 "" 78b (1) (2) xc [only in this edn.]
"" "" "" 140 (1) clxiiii-b (2) clxiiii b (3) cliiii
"" 1766 "" 190 (1) clxxx (2) clxxx (3) sign aa iiib
"" "" "" 262 (1) (2) ccxvii [only in this edn.]
My mayster Chaunceer / with his fressh comodyes, [Harl. 1776
Is ded, Allas / Cheef Poete of breteyne,
fol. 8.]
That whylom made / ful pitous tragedyes:
The Fal of Prynces / he did also compleyne
As he that was / of makyng souereyne;
Whoom al this lond / shulde of ryght preferre,
Sith of your language / he was the lodesterre.
. . . . . . . .
[Then, after mentioning 'Senek in Rome.. And Tullius..
Fraunceys Petrark.. And John Bochas,' and their works of
'materys lamentable,' Lydgate goes on]
And semblably / as I haue toold to-fforn,
[fol. 8 b]
my mayster Chaunceer / did bis besynesse
And in his dayës / hath so wel hym born,
Out of our tounge / tauoyden al Rudnesse,
And to Reffourme it / with Colours of swetnesse
Wherfore let vs / yiue hym lawde and glorye
And putte his name / with Poetys in memorye.
Off whoos labour / to makë mencïon,
Wheer-thorugh he shulde / of ryght comendyd be,
In yowthe he madë / a translacïon
Off a book / which callyd is Trophe
In lombard tounge / as men may Rede and see,
And in Our Vulgar / longe or that he deyde,
Gaff it the name / of Troylus and Creseyde,
Which for to Redë / louers hem delyte,
They ha[n] ther-Inne / so greet Deuocïon
And this Poete / hym-sylff also to quyte,
Off Boeces book / the consolacïon
made in his tyme / an hool translacïon
And to his sone / that Callyd was 'lowys,'
he made a tretees / ful noble and of greet prys
Vpon thastrelabre / in ful notable fourme
Sette hem in Ordre / with ther dyuisïons,
mennys wittes / taplyen and confourme,
To Vndirstonde / be ful expert Resons,
Be Domeffying / of sondry mansyons,
The Roote Out sought / at the assendent
To-fforn or he gaff / ony Iugëment.
He wrot also / ful many a day agone,
Dante in ynglyssh1 / hym-sylff so doth expresse,
The pitous story / of Ceix and Alcyone
And the Deth of blaunchë / the Duchesse;
And notably / [he] did his besynesse
By greet auys / his wittës to dyspose
To translate / the Romaunce of the Rose.
Thus in Vertu / he set al his entent /
ydelnesse and vices / for to Flee.
Off foulys also / he wrot the parlement /
Ther-Inne remembryng / of Royal Egles thre
how in ther Choys / they felte aduersite
To-for naturë / proffryd the bataylle,
Ech for his party / yiff it wolde auaylle.
[fol. 9]
He dyd also / his dilligence / and peyne
In Our Vulgar / to translate and endyte
Orygen / vpon the mawdeleyne;
1 [This statement by Lydgate, which is repeated by Bale ('Dantem Italum transtulit,' see
below, App. A. 1557-9), Speght (in his list of Chaucer's works in his 1598 edn. fol. ci.), Laurence
Humphrey, 1582 below, p. 122, Edward Leigh 1656, pp. 232-8, and others, has given rise to
considerable discussion as to whether Chaucer did or did not translate any part of Dante (see
Studies in Chaucer, by T. R. Lounsbury, vol. i, p. 425, vol. ii, pp. 236-7). Prof. Skeat holds
that under this name Lydgate is referring to the 'House of Fame' which shows marked Dante
infuence (Minor Poems of Chaucer, pp. Ixx-lxxi, see also an article by A. Rambeau, in Englische
Studien, 1880, vol. iii, p. 209, 'Chaucer's House of Fame in seinem Verhältniss zu Dante's
Divina Commedia'). Dr. Paget Toynbee does not agree that this refers to the House of Fame,
as Lydgate was ignorant of Italian, see Dante in English Literature, 1900, pp. 1-2.]
And of the lyon / a book he did wryte.
Off Anneleyda / and of fals Arcyte
he made a compleynt / doolful and pytous,
And of the brochë / which that Vulcanus
At thebes wrought / ful dyuers of nature,
Ouyde wryteth / whoo therof hadde a sight /
For hyh desir / he shuldë nat endure
But he it hadde / neuir be glad nor Iyght /
And yif he hadde it / Onys in his myght /
Iych as my mayster / seith and wryt in dede
It to conserne / he shulde ay leue in drede.
This poete wrot / at Request of the quene,
A legendë / of parfight hoolynesse
Off goode women / to Fynden out nyntene
That did excelle / in bounte and fayrnesse,
But for his labour / and his besynesse
Was inportable / his wittes to encoumbre,
In al this world / to Fynde so greet a noumbre.
He made the book / of Cauntirbury talys
Whan the pylgrymës / Rood on pylgrymage
Thorugh-out kent / by hillës and by Valys,
And al the storyes / toold in ther passage,
Endyted hem / ful wel in our language,
Somme of knyghthood / and somme of gentillesse,
And somme of loue / and somme of parfightnesse,
And somme also / of greet moralyte,
Somme of dispoort / includyng greet sentence.
In prose he wrot / the tale of mellybe
And of his wyff / that callyd was prudence,
And of Grysyldes / parfight pacience,
And how the monk / of storyes newe and Olde,
Pitous tragedyes / by the weyë tolde.
This seide Poete / my mayster, in his Dayes,
Made and compyled / ful many a fressh Dyte,
Compleyntës, ballades / Roundelles, Virrelayes
Ful delytable / to heryn and to se,
For which, men shulde / of ryght and equite,
Sith he of ynglyssh / in makyng was the beste
Prey vn-to god / to yeue his soule good Reste.
And this Poetys / I make of mencïon
[fol. 9b]
Wer, be Old tyme / had in greet deynte,
With kynges, Prynces / in euery Regïon
Gretly preferryd / afftir ther degre,
For lordys haddë / plesaunce for to se,
To studye among / and to Caste ther lookys
At good leyser / vpon wyse bookys.
. . . . . . . . [fol. 26, at foot]
But yif ye lyst / haue cleer inspeccïon
Off this stoory / vpon euery syde,
Redith the legende / of martyrs of Cupyde
which that Chauncer / in Ordre as they stood,
Compyled of women / that wer callyd good.
TOwchyng the stoory / of Kyng Pandyon [fol. 26b]
And of his goodly / fayrë Doughtre tweyne,
How Thereus / fals of Condicïon,
hem to Dysceyue / did his besy peyne,
They bothe namyd / of bewte souereyne,
Goodly progne / and yong[e] phylomene,
Bothe Innocentys / and of Entent ful Clene.
Ther pitous Fate / in hopë to expresse,
It wer to me but a presumpcïon,
Sith that Chauncer / dyd his besynesse
In his legende / as made is mencyon,
Ther martirdam / and ther passyon
For to Rehersen hem / and dyd his besy peyne
As Cheef Poetë / Callyd of breteyne.
Off goodë women / a book he did wryte,
The noumbre vncomplet / fully of nyntene,
And ther the stoory / he pleynly did endyte
Off Tereus of progne / and phylomene
wher ye may seen / ther legende, thus I mene,
Doth hem worshepe / and forth ther Iyff doth shewe
For a Cleer merour / be Cause ther be so fewe,
I wyl passe ouir / and speke of hem no more,
And vn-to Cadmus / forth my stylë dresse.
. . . . . . . .
TOwchyng lucrece / Exaumple of wyffly trouthe, [fol. 101]
How yongë Tarquyn / hire falsly did Oppresse,
And afftir that / which was a greet[e] Routhe
How she hire sylff / slowh for heuynesse
It nedith nat / Rehersyn the processe,
Sith that Chaunceer / Cheef Poete of breteyne
Wrot of hire Iyff / a legende souereyne.
Ek othir stooryes / which he wroot in his lyue
Ful notably / with euery Circumstaunce,
And ther Fatys / did pitously descryue,
Lyk as they Fyl / put hem in Remembraunce.
Wherfore / yiff I shulde my penne auaunce
Afftir his makyng / to putte hem in memórye,
Men wolde deme it / presumpcion and veynglorye.
FOr as a sterre / in presence of the sonne
Lesith his fresshnesse / and his Cleer[e] lyght,
So my Rudnessë / vndir skyës donne,
Daryth ful lowë / and hath lost his syght
To be comparyd / ageyn the beemys bryght
Off this Poete / wherfore it wer but veyn;
Thyng seid by hym / to wryte it newe ageyn.
. . . . . . . .
Dant In ytaylle. Virgyle in Romë town, [Harl. 4203, fol. 73 b.,
Petrak in Florence . hadde al hys plesance,
col. 2]
And prudent Chauseer . in brutys Albyon,
lik hys desyr . fond vertuous suffysance.
Fredam of lordshype . weyed in ther ballance
Be cause they flouryd . in wysdam & science;
Support of prynces . fonde hem ther dyspence.
In this trouble . dreedful & odyous
[fol. 140b, col. 1]
As is rehersyd . in ordyr ye may reede,
The noble knyght . Paulus Lucious
Exiled was . of malis & hatereede,
Folwyng vpon . the grete horrible dede,
The pitous deth . & the hateful cas
Of gret Antonye . & Cleopatras.
The tragedyë . of these ilkë tweyne
For me, as now . shal be set a-syde,
Cause Chaucer . cheef poyet of bretaygne,
In hys book . the legende of Cupyde,
Seying ther hertys . coudë not devyde.
Remembryng . there . as oon they dide endure,
So wer they buryed . in oon sepulture.
Thyng onys seid . be labour of chauceer
Were presumpcion . me to make ageyn,
Whos makyng was . so notable & enteer
Ryght compendious . & notable in certeyn,
Which to reherse . the labour were in veyn,
Bochas remembryng . how Cleópatras
Causyd Antonye . that he destroyed was.
Hyr auarice . was so Importable,
[col. 2]
He supprysed . with hyr gret fayrnesse,
Folwyng ther lustys . foul & habomynable,
She desyryng . to haue the Emperesse,
And he, allas . of froward wylfulnese
To plesyn hyr . vnhappily began
To werreyë . the gret Octauyan.
. . . . . . . .
Myn Auctour here / no lengere lyst soiourne,
[Harl 1776,
Off this Emperours / the Fallys for to wryte,
fol. 190]
But in haste / he doth his stylë tourne
To Zenobia / hire story for tendyte;
But, for chaunceer / so wel did hym quyte
In this tragédyes / hir pitous fal tentrete,
I wyl passe ovir / Rehersyng but the grete.
In his book / of Cauntirbury talys,
This souereyn Poete / of brutys Albyon,
Thorough pylgrymes toold / by hillys and by valys,
Whereof Zenobia / is made mencyon
Off hire noblesse / and of hire hyh Renon
In a tragedye / Compendyously told al
Hir marcyal prowesse / and hire pitous fal.
I nevir was aqueynted / with virgyle
[fol. 262]
nor with sugryd Dytees / of Omer,
nor Dares frygius / with his goldene style,
nor with Ovyde / in Poetrye moost entieer,
nor with the souereyn balladys of Chaunceer,
which, among alle / that euere wer Rad or songe,
Excellyd al othir / in our Englyssh tonge.
. . . . . . . .
As the gold-tressyd / bryght[e] somyr sonne
Passith othir sterrys / with his beemys clere,
And as Lucynya / Chaseth skyës donne,
The frosty nyghtes / whan Esperus doth appere,
Ryght so my1 mayster / had[dë] neuir pere, 1MS. my may
I mene Chaunceer/ in stooryes that he tolde,
And he also wrot / tragedyës Olde.
The Fal of Prynces / gan pitously compleyne
As Petrark did / and also Iohn bochas,
Laureat Fraunceys / Poetys bothe tweyne,
Toold how Prynces / for theer greet trespace,
wer ouirthrowe / Rehersyng al the caas
As Chaunceer / did in the monkys tale....","[The two references from Harl. 4203 are wanting in the earlier and better MS. Harl. 1766. See below, p. 219, 1641, Wits Recreation, where the first verse is given.]"
part1_p43_a1,Vol.1,p43,[c. 1430-40],low,"Shirley, John.",Headlines to Fortune.,"MSS. Camb. Univ. Iib. Ii. 3. 21, fol. 53; Fairfax 16, fol. 191; and Shirley's two MSS., Ashmole 59, fol. 37, and Trin. Coll. Camb. R. 3. 20, fol. 142. (Parallel text of Chaucer's minor poems, ed. F. J. Furnivall, Chaucer soc. [1871], pp. 440-1.)","[Ii. 3. 21] Causer / Balades de vilage sanz peinture.
[Ashmole] ¶ Here foloweþe nowe a compleynte of þe
Pleintyff ageinst agenst [sic] fortune translated oute of
ffrenshe into Englisshe by þat famous Rethorissyen / Geffrey
Chaucier /
[Trin. Coll] and here filoweþe a balade made by Chaucier
of þe louer / and of Dame ffortune.
[Fairfax] ¶ Balade de vilage saunz Peynture. Par Chaucer.",
part1_p43_a2,Vol.1,p43,[c. 1430-40],low,Unknown.,Fairfax,"MS. 16. See below, Appendix A.",,
part1_p43_a3,Vol.1,p43,1434-57,high,"Gascoigne, Thomas.",Dictionarium Theologioum.,"MS. 117, 118, Lincoln Coll. Oxford, pars secunda, p. 377.","[Gascoigne, after mentioning Chaucer's regrets for some of
his writings, expressed just before his death, adds these words]:
""Fuit idem Chawserus pater Thome Chawserus [sic] armigeri,
qui Thomas sepelitur in Nuhelm [Ewelme] juxta Oxoniam.""","[This extract is printed by Prot. J. W. Hales in his article on 'Geofrey and Thomas Chaucer,' in Athenæum, March 31, 1888, pp. 404-5. It does not occur in Loci e libro veritatum, passages selected from Gascoigne's theological dictionary, ed. J. E. Thorold-Rogers, 1881. This is the earliest assertion that Thomas Chaucer was the poet's son. For the whole question see Life Records of Chaucer, Chaucer soc, 1900, part iv, pp. li-lvii; also Chaucer a bibliographical manual, by E. P. Hammond. N. York, 1908, pp. 47-8.]"
part1_p44_a1,Vol.1,p44,1439,high,"Lydgate, John.",The glorious lyfe and passion of seint Albon ... and ... saint Amaphabel.,"MSS. Trin. Coll. Camb. 39; Lincoln 57, etc. Sign. a ii, of the edn, pr. in 1534 at the request of Robert Catton. [Unique copy in the B. M., pr. mk. C. 34. g. 17.] (ed. C. Horstmann 1882, p. 11.)","The golden trompet of the house of fame,
With full swyfte wyngës of the pegasee
Hath [blowe?] full farre the knyghtly mannes name,
Borne in Verolame, a famous olde citie.",
part1_p44_a2,Vol.1,p44,[c. 1440],low,Unknown.,Note,"to Lydgate's Troy Book in MS. Roy. 18 D. ii fol. 88 [ink, 87 pencil] b. col. i at foot. Of the worshipful recommendacyon that the monke of Bury Þat translate Þis boke gaue Chaucere, þe chef poete off Breteyne.",Sythe my Maystare chaucer here aforne.,"[See above, p. 25, for this reference of Lydgate's to Chaucer.]"
part1_p44_a3,Vol.1,p44,[c. 1440],low,Unknown.,"Headline to general proloque to Canterbury
Tales.","Harl. 1758, fol. 1. (Six-text Canterbury tales, ed. F. J. Furnivall, Chaucer soc. 1871-8, pts. i-iii, p. 1.) hEre begynneth the book of tales of Caunterburye. compiled by Geffraie Chaucers . of Brytayne chef poete.","hEre begynneth the book of tales of Caunterburye. compiled
by Geffraie Chaucers . of Brytayne chef poete.",
part1_p44_a4,Vol.1,p44,[1440?],low,Unknown.,The Tale of Colkelbie Sow.,"Bannatyne MS. [1566]. Printed for the Hunterian club [ed. James Barclay Murdoch], 1896, vol. iv, p. 1048. (Early popular poetry of Scotland, ed. David Laing (revised W. C. Hazlitt 1895), vol. i, p. 210.)","Twenty-four chikkynis of þame scho hes
. . . . . . .
The first wes the samyn Chantecleir to luke
Off quhome Chaucer treitis in to his buke,
And his lady Partlot sister and wyfe
Quhilk wes no lyse in detis of þat Iyfe.","[Robert Pitcairn, in his introduction to Early popular poetry of Scotland, ed. by David Laing (vol. i, pp. 179-81), says ""that from the Prohemium the poem appears to have been written during the era of Minstrelsy, although stom internal evidence posterlor to Chaucer,"" and he therefore assigns it to ""some time previous to the middle of the 15th century, since it seems to have been very popular considerably anterior to the age of Douglas and Dunbar.""]"
part1_p44_a5,Vol.1,p44-45,[c. 1440],low,Unknown.,The Chaunces of the Dyse.,"MS. Fairfax 16, ff. 152, 153b (supplementary vol. to Minor Poems of Lydgate, ed. MacCracken, E. E. T. soc., in preparation).","Of olde stories taken ye grete hede
[fol. 152]
That ye ne had moo bokes is gret skathe
For your talent ys gretely set to rede
Ye kan by rote the wifes Iyfe of Bathe
He myght wel sey ful erlych and to rathè
Chosen he had that machched with yow were
Sure of a shrewe myght he ben with out fere.
. . . . . . . . .
Creseyde is here in worde bothe thought and dede [fol. 153 b]
Fil neuer dise sith god was bore so trewe
. . . . . . . .
Ye leue youre olde and taken newe and newe.","[This poem has one stanza for every possible throw, and, like Ragman Roll, the stanza was given as a 'fortune' to the thrower. It is quoted by Stowe as being by Chaucer, q.v., p. 159 below.]"
part1_p45_a1,Vol.1,p45,[c. 1440],low,Unknown.,A Rebuke to Lydgate.,"MS. Fairfax 16, fol. 326a (supplementary vol. to Minor Poems of Lydgate, ed. H. N. MacCracken, E. E. T. soc., in preparation).","So wolde god that my symple connyng
[15]
Ware sufficiaunt this goodly flour to prayse
For as to me ys non so ryche a thyng
That able were this flour to counterpayse
O noble chaucer passyd ben thy dayse
Off poetrye ynamyd worthyest
[20]
And of makyng in alle othir days the best
Now thou art go thyn helpe I may not haue
Wherfor to god I pray right specially
Syth thou art dede and buryde in thy graue
That on thy sowle hym lyst to haue mercy
[25]
And to the monke of bury now speke I
For thy connyng ys syche and eke thy grace
After chaucer to occupye his place.",
part1_p45_a2,Vol.1,p45,[c. 1440],low,Unknown.,Head lines and end lines,"[in] Addit. MS. 34,360, ff. 21b, 49, 53.","[fol. 21b] Balade that Chauncier made, [with an 'Envoy' of six lines,
beginning:] So hath myn hert caught in remembraunce.
. . . . . . . . . . .
[fol. 49] [Chaucer's Complaint to Pity, headed, as in Harl. 78, fol.
80,] And now here folwith A Complaynt of Pite made by
Geffray Chauncier the Aureat Poete that euer was founde in
oure vulgar to fore his dayes.
. . . . . . . . . . .
[fol. 53] Explicit Pyte dan Chaucer lauture.","[See Two British Museum MSS. by E. P. Hammond [in] Anglia, vol. xxviii, 1905, pp. 1-28.]"
part1_p46_a1,Vol.1,p46,[c. 1440],low,Unknown.,A Greeting on New Year's morning.,"Lambeth MS. 306, fol. 136. (Political, religious and love poems, ed. F. J. Furnivall, E. E. T. soc. [new edn. 1903], p. 66, 1. 19.)",palaman gafe his herte to emely.,"[This refers most probably to Chaucer's Knight's Tale, rather than to Boccaccio. Such, at least, is Dr. Furnivall’s opinion.]"
part1_p46_a2,Vol.1,p46,[1443-7?],low,"Bokenam, Osbern.",The Leuys of Seyntys.,"Translated into Englys be a Doctour of Dyuynite clepyd Osbern Bokenam, Frer Austyn of the Conuent of Stokclare. Unique MS. Arundel 327. Vita Sanctae Margaretae, Il. 170-8. (Reprinted for Roxb, club 1835, p.13. O. Bokenam’s Legenden, ed. Carl Horstmann 1883, pp. 11, 12.)",".. as Homer / Ouyde or ellys Virgyle
Or Galfryd of Ynglond / I wolde copyle
A clere descripcyoun / ful expressely
Of alle hyr feturys / euene by & by
But sekyr I lakke both eloquens
And kunnyng / swych maters to dilate
For I dwellyd neuere / wᵗ the fresh rethoryens
Gower / Chauncers / ner wyth Iytgate.
Wych Iyuyth yet / lest he deyed late.","[Galfryde of Ynglond in Prol. l. 83 is Galfridus de Vinosalvo. See The temple of glas, ed. J. Schick, E. E. T. soc. 1891, notes, p. 78; and cf. above, p. 17 [c. 1403?] Lydgate, Court of Sapyence, note.]"
part1_p46_a3,Vol.1,p46,[c. 1444],low,"[Lydgate, John.]",Poem on the truce of 1444.,"MS. Harl. 2255, fol. 132. (Political poems and songs, ed. Thomas Wright, 1861, vol. ii, p. 216.)","Comoun Astrologeer as folk expert weel knowe
To kepe the howrys and tydis of the nyght,
Sumtyme hih and sumtyme he syngith lowe
Dam pertelot sit with hire brood doun right
The ffox comyth neer with oute Candellyght
To trete of pees, menyng no treson,
To avoyde al gile and ffraude he hath be hight
Alle go we stille the Cok hath lowe shoon.","[Each verse ends with the same refrain, and the first three verses (the above is the fourth) of the poem point out that 'speche is but fooly and sugryd elloquence' and that silence is good. Reminiscences of the Nonne Preestes Tale run all through the first four verses.]"
part1_p46_a5,Vol.1,p46,[c. 1445?],low,"Shirley, John.",Sidenote to Chaucer's A. B. C.,"in MS. Sion Coll., Arc. 2. 23, fol. 79. (Odd texts of Chaucer's minor poems, ed. F. J. Furnivall, Chaucer soc. 1868-80, p. 66.)","¶ Chauc[er] ¶ Deuotissima oracio [ad] Mariam . pro omni
ten[tacione] tribulacione necess[itate] angustia.",
part1_p47_a1,Vol.1,p47,[c. 1445],low,"Unknown, and Shirley, John.",Headline to Lack of Stedfastness.,"MSS. Harl. 7333, fol. 147 b, and Shirley's Trin. Coll. Camb. R. 3. 20, b of 10th fol. from end. (Parallel-text of Chaucer's minor poems, ed. F. J. Furnivall, Chaucer soc. [1871], p. 434.) See below, App. A.","[Harl.] This balade made Geffrey Chaunciers the Laureall
Poete Of Albion and sent it to his souerain lorde kynge
Richarde the secounde þane being / in his Castell of / Winde¬
sore/.
[Cambridge] ¶ Balade Royal made by • oure laureal poete
of Albyon • in hees laste yeeres /.",
part1_p47_a2,Vol.1,p47,[c. 1445],low,Unknown.,Headline to Marriage or Bukton.,"MS. Fairfax 16, fol. 193b, and in Julian Notary’s edn. q.v. (1499-1502, p. 65) sign. B iii. (Parallel-text of Chaucer's minor poems, ed. F. J. Furnivall, Chaucer soc. [1871], p. 424.)","[Fairfax] ¶ Lenvoy de Chaucer A Bukton. /
[Notary] Here foloweth the counceyll of Chaucer touchyng
Maryag &c. whiche was sente te [sic] Bucketon &c.",
part1_p47_a3,Vol.1,p47,[c. 1445],low,Unknown.,Headline to Envoy to Scogan.,"MSS. Camb. Univ. lib. Gg. 4. 27, fol. 7b; Fairfax 16, fol. 192b; Pepys 2006, p. 385, hand E. (Parallel-text of Chaucer’s minor poems, ed. F. J. Furnivall, Chaucer soc. [1871], p. 421.)","[Cambridge] Litera directa de Scogon per .G. C.
[Fairfax] ¶ Lenuoy de Chaucer A Scogan./
[Pepys] ¶ Lenuoie de Chaucer A Scogan.",
part1_p47_a4,Vol.1,p47,1448-9,high,"Metham, John, of Norwich.",Amoryus and Cleopes.,"Unique MS. Quaritch [since sold], Epilogue, [fol. 57?.] (Political, religious and love poems, ed. F. J. Furnivall, E. E. T. soc. [new edn. 1903], pp. 306-7.)","And yff I the trwthe schuld here wryght,
As gret a style I schuld make in euery dregre,
[so]
As Chauncerys, off qwene Eleyne or Cresseyd, doht endyht,
Or off Polyxchene, Grysyld, or Penelope.
. . . . . . . .
My mastyr Chauncerys, I mene, that longe dyd endure
In practyk off rymyng; qwerffore proffoundëly
With many prouerbys, hys bokys be rymyd naturelly.",
part1_p47_a5,Vol.1,p47,[c. 1450],low,"Burgh, Benedict.",,"See below, Appendix A.",,
part1_p47_a6,Vol.1,p47-48,[c. 1450],low,"Shirley, John.",Headline and marginal note to Gentilesse.,"Shirley's MSS. Ashmole 59, fol. 27; Trin. Coll. Camb. R. 3. 20b of fol. 9 from end; Harl. 7333, fol. 147b, col. 2. (Parallel-text of Chaucer's minor poems, ed. F. J. Furnivall, Chaucer soc. [1871], p. 428.)","[Ashmole, marginal note] Geffrey Chaucier made þeos thre
balades nexst þat followen //
[Cambridge] ¶ Balade by Chaucier.
[Harl.] ¶ Moral balade of / Chaucier /",
part1_p48_a1,Vol.1,p48,[c. 1450],low,"Shirley, John.",Headline to the Compleynt of Venus.,"Shirley's MSS. Trin. Coll. Camb. R. 3. 20, fol. 139; and Ashmole 59, fol. 43b. (Parallel-text of Chaucer's minor poems, ed. F. J. Furnivall, Chaucer soc. [1871], p. 412.)","[Trin. Coll.] And filowing begynneþe • a balade translated
out of frenshe in to englisshe / by Chaucier Geffrey þe frenshe
made . sir . Otes de Grauntsome • knight • Sauosyen /
[Ashmole] Here begynneþe a balade made by þat worþy
Knight of Sauoye in frenshe calde sir Otes Graunson . trans¬
lated by . Chauciers //",
part1_p48_a2,Vol.1,p48,[c. 1450],low,"Shirley, John.",Headline to Stanza,"in Ellesmere Lydgate MS. See below, App. A.",,
part1_p48_a3,Vol.1,p48,[c. 1450],low,"Shirley, John.",Headline to Truth.,"Shirley’s MS. Trin. Coll. Camb. R. 3. 20 [2 copies], p. 144, and 9th fol. from end. (Paralleltext of Chaucer's minor poems, ed. F. J. Furnivall, Chaucer soc. [1871], p. 409.) See note below in App. A. under [c. 1450] Shirley.",¶ Balade þat Chaucier made on his deeth bedde.,
part1_p48_a4,Vol.1,p48,[c. 1450],low,"Shirley, John.",Headline to Adam Scrivener.,"Shirley’s MS. Trin. Coll. Camb. R. 3. 20, 4th fol. from end. Cf. J. Stowe's edn. 1561, fol. ccclv b, col. 1. (Parallel-text of Chaucer's minor poems, ed. F. J. Furnivall, Chaucer soc. [1871], p. 177.)","[Trin. Coll.] ¶ Chauciers wordes • a. Geffrey vn to Adame
his owen scryueyne.
[Stowe] Chaucers woordes vnto his owne Scriuener.
[See below, 1614, Ben Jonson, p. 189, for a reference to Adam Scrivener.]","[See below, 1614, Ben Jonson, p. 189, for a reference to Adam Scrivener.]"
part1_p48_a5,Vol.1,p48,[c. 1450],low,"Shirley, John (?).",Headline to The Compleynt of Mars.,"MS. Trin. Coll. Camb. R. 3. 20, fol. 130. (Parallel-text of Chaucer's minor poems, ed. F. J. Furnivall, Chaucer soc. [1871], p. 100.)","¶ Loo yee louers gladeþe and comforteþe you . of þallyance
etrayted bytwene / þe hardy and furyous Mars . þe god of
armes / and Venus þe double goddesse of loue made by
.Geffrey Chaucier. at þe comandement of þe renomed and
excellent Prynce my lord þe Duc Iohn of Lancastre.",
part1_p48_a6,Vol.1,p48-49,[1450],medium,"Shirley, John.","Heading and headline to þe Cronycle made by
Chaucier.","MS. Ashmole 59, fol. 38 b. (Odd texts of Chaucer's minor poems, ed. F. J. Furnivall, Chaucer soc. 1868-80, app. p. vi.) þe Cronycle made by Chaucier.","¶ Here nowe folowe þe names of þe nyene worshipfullest
Ladyes þat in alle cronycles . and storyal bokes haue beo
founden of trouþe of constaunce and vertuous or reproched
womanhode . by Chaucier.",
part1_p49_a1,Vol.1,p49,[c. 1450],low,"Shirley, John.",Verses,"in praise of Chaucer, in his metrical prologue to Boethius de Consolacione Philosophisæ; running title, etc., and praise of Chaucer at the end of Boethius. Add. MS. 16, 165, ff. 2, 4, 5 b-6, 8-12, 14 b-16, 21 b-22, 25 b-26, 33 b-36, 94.","þe prologe of the Kalendere of þis litell booke. [fol. 2]
. . . . . . .
And for to put hit in youre mynde
First þus by ordre shul ye fynde
Of Boece þe hole translacyoun
And Phylosofyes consolacyoun
Laboured by Geffrey Chaucier
[fol. 2b]
Whiche in oure volgare had neuere ys pere
Of eloquencyale Retorryke
In Englisshe was neuer noon him Iyke
Gyft him þe prys and seyþe þerhoo
For neuer knewe ye such na moo....
And þus endeþe... Boece... translated by þe moral and
famous Chaucyer which first enlumyned þis lande with retoryen
and eloquent langage of oure rude englisshe modere tonge...",
part1_p49_a2,Vol.1,p49,[a. 1450],low,Unknown.,The Tale of Beryn.,"See below, Appendix A.",,
part1_p49_a3,Vol.1,p49,[c. 1450?],low,Unknown.,Poem. How a Louer Prayseth hys Lady.,"MS. Fairfax 16, fol. 309. (Temple of Glas, by J. Lydgate, ed. J. Schick, E. E. T. soc., extra series Ix, 1891, pp. cxliii, 78.)","Cum on Iulius, with sum of thy flouris;
Englesshe geffrey1 with al thy colourys,
That wrote so wel to pope Innocent;
And mayster Chauser, sours and fundement
On englysshe tunge swetely to endyte
Thy soule god haue with virgynes white
Moral gower, Iydgate, rether and poete
Ouide stase lucan of batylls grete
Wher art thou boece symachus and Guido
Virgil barnard Austyn and Varro
Archytressy melbeely and Aleyne
They knouwe me not my al is in veyne.
1 ['Englesshe geffrey' is Galfridus de Vinosalvo. See above, p. 17, note.]",
part1_p50_a1,Vol.1,p50,[c. 1450],low,Unknown.,Headline to Purse.,"MSS. Fairfax 16, fol. 193; Shirley’s Harl. 7333, fol. 147b; and in French, Pepys 2006, p. 388, hand E. (Parallel-text of Chaucer's minor poems, ed. F. J. Furnivall, Chaucer soc. [1871], pp. 448-9.)","[Fairfax] The complaynt of Chaucer to his Purse.
[Harl.] ¶ A supplicacion to Kyng Richard by chaucier.
[Pepys] ¶ La Compleint de Chaucer A sa Bourse Voide.",
