ID,Volume,Part,Page,Date,Author,Title,Imprint,Quotation,Headnotes
part3_p37_a3,Vol.2,part III,p37-38,1857.,"Furnivall, Frederick James.","MS. Notes, Illustrations of the Prologue to Chaucer's Canterbury Tales,","dated ""Working Men’s College, 1857."" [The Notes consist of passages copied from different books in illustration of the various characters in the Prologue, and were used for lectures at the Working Men’s College in 1857-8. See Biography of Furnivall by John Munro in Frederick James Furnivall, 1911, p. xxxvi. The original note-book is in the possession of the present Editor. The contents are as follows.]","[p. 2]
""The Fat Friar."" Extract from Piers Plowman's Creed,
l. 435 (ed. Wright, 1856), beginning—
""Than turned I ayen
Whan I hadde all y-toted,
And fond in a freitoure
A frere on a benche,"" etc.
[p. 3]
""The Ploughman."" Paraphrase of long passage from the
Creed, l. 475 [or rather 831], etc.
[p. 6]
""The Ploughman's Diet and Work—recommended for the
Friars."" Extract from Creed, l. 1553, etc., and a note.
""See Vis. [vol.] i, [p.] 134.""
[p. 9]
""The Friars' Laziness, Greediness and Selfishness, and
want of kindness to one another."" Extract from Creed,
ll. 1437-82.
[p. 13]
""Priests—their residing in London."" Extract from Piers
Plowman, Prol. Il. 163-72.
[p. 17] ""Knight."" Extract from Leland, Itinerary (Somersetshire),
vol. II, fol. 53-4, vol. iii, 91 (of original).
[pp. 26, 27, 28 and inserted leaves]
""The Assault of Massoura (Excerpta Historica, Bentley,
1831, p. 64)."" The valour of Longespee fighting the
Saracens.
[p. 30] ""Franklins."" Extract from Fortescue, de Laudibus Legum
Angliae, cap. 29, temp. Hen. VI, 1422-61.
[p. 31] Extract from W. Lambarde, Perambulation of Kent, 1570,
published 1576, copied from edn. 1826, p. 8. Note on the
""Franklyns and Yeomen of England.""
[p. 32]. ""Doctor of Phisic."" ""For a first-rate skit on 'thes fisisiens
that helpeth men to dye' see 'A Poem on the Times of
Edward II,' ed. Hardwick (Percy Society), stanzas 39-44,
pp. 18-21.""
Extract from Piers Plouman, [vol.] I, [p.] 133 :—
""For murtheris are many leches,"" etc.
[p. 39] ""The Merchant, as to his selling scheeldes.""
Extract from Piers Plowman, C, vii, l. 278:—
""And if I sente over see
My servauntȝ to Brugges,"" etc.
[B. v, 392; C. vii, 278.]
[p. 41] ""Sergeantȝ (at law).""
Extract from Piers Plowman, i, 418:—
""Yet hoved there an hundred
In howves of selk,"" etc.
[pp. 42-3] ""Sergeant.""""Pervise."" Selden's note in Fortescue de
laudibus Legum Anglide, cap. 51.
[p. 43] Extract from Songs and Carols, 15th Century, ed. Wright,
for Percy Society, p. 36:
""If thou have out to do with the law to plete,"" etc.,
and from notes, p. 100: ""The Parvis or portico of St. Paul’s, in
London, was the common place of consultation among the
Lawyers."" ""See Victor Hugo’s Notre Dame as to the Parvise
there, in Paris.""
[End pages of book, an index of personages (such as Ancres,
Bachelers, Bishop, Clerks, etc.) mentioned in Piers Plowman,
under heads of ""Church,"" ""State and Household,"" and
""Trades and Professions.""]",
part3_p38_a1,Vol.2,part III,p38,1857.,"Kingsley, Charles.","Two Years Ago,","3 vols, vol. i, chapter vii, p. 168 [quotation of the beginning of Prol., perverted to suit the context]; vol. iii, chapter iii, p. 112 [reference to ""Chaucer's house of fame""]. (Works, 1880-85, 28 vols., vol viii, chapter vii, p. 105, chapter xxi, p. 386.)",,
part3_p39_a1,Vol.2,part III,p39,1857.,"Maurice, Frederick Denison.","Milton considered as a Schoolmaster,","[a lecture delivered in Jan. 1857, printed in] The Friendship of Books, and other Lectures, 1874, p. 273.","Geoffrey Chaucer was probably born in London. He was
Comptroller of the Petty Customs in the port of London.
He fell into disgrace with the Court by the part he took in
the election of a Lord Mayor. We have reason to remember
these facts; for if we owe ""the Testament of Love"" and
the ""Legend of Fair Women"" to the knowledge which he
acquired in Courts, or while on foreign embassies, we should
never, I conceive, have had the ""Canterbury Tales,"" but for
the acquaintance with homely English life which he learned
as a London citizen.",
part3_p3_a1,Vol.2,part III,p3,1851.,"Innes, Henry.","A Lecture on the Genius of Chaucer,",Malta.,"[A short sketch of Chaucer's life, followed by stories from
the Canterbury Tales.]",
part3_p3_a2,Vol.2,part III,p3,1851.,"Meredith, George.","Poems,","p. 22. [The dedication to T. L. Peacock is dated May, 1851.]","The Poetry of Chaucer.
Gray with all honours of age! but fresh featured and
ruddy
As dawn when the drowsy farm-yard has thrice heard
Chaunticlere.
Tender to tearfulness–childlike, and manly, and motherly;
Here beats true English blood richest joyance on sweet
English ground.",
part3_p41_a1,Vol.2,part III,p41,1857.,"Pauli, Reinhold.","Confessio Amantis of John Gower,","edited and collated . . . by Dr. R. Pauli, 3 vols., vol. i, Introductory Essay, pp. vi, xiii-xvi, xxix, xxxii, xxxv-vi, xxxviii, xliii.","[pp. xiii
-xv]
[Gower's relations with Chaucer; the evidence for a breach
in their friendship insufficient.]",
part3_p41_a2,Vol.2,part III,p41,1858.,"Bagehot, Walter.","Article on Charles Dickens [in] The National Review,","Oct. 5, 1858, p. 462. (Reprinted in Literary Studies, 1879, p. 188.)","[The symmetry of Chaucer's mind, his healthy sagacity and
ordered comprehension.] The Prologue to the Canterbury Tales
is in itself a series of memorial tablets to mediæval society;
each class has its tomb, and cach its apt inscription.",
part3_p41_a3,Vol.2,part III,p41,1858.,"Burne-Jones, Sir Edward Coley.",The Prioresses Tale.,,"[A painting in oils on a cabinet belonging to William
Morris, representing the Virgin placing the grain on the ""little
clergeon’s"" tongue. Burne-Jones began a replica of this picture
in 1869, which was only completed and exhibited in 1898.
See Sir Edward Burne-Jones, by Malcolm Bell, 1899, pp. 40, 70.
See also the list of Burne-Jones's works by J. P. Anderson in
O. G. Destrée, Les Préraphaélites, Bruxelles, [1895].]",
part3_p41_a4,Vol.2,part III,p41,1858.,"Clough, Arthur Hugh.","Letter to Professor F. J. Child,","[dated] April 10, 1858, [printed in] Prose Remains of Arthur H. Clough, 1888, p. 241.","Do you see that the Frenchman [de Chatelain] who trans¬
lated 'the Canterbury Tales' has found at Paris the original
of the 'Squire’s Tale,' 30,000 lines? I wonder if it is like
Spenser’s in any respect.",
part3_p42_a1,Vol.2,part III,p42,1858.,"Cust, Katherine Isabella.","Introduction [to] The Ancient Poem of Guillaume de Guileville entitled le Pèlerinage de l’Homme, compared vith the Pilgrim's Progress of John Bunyan; edited [by K. I. Cust] from Notes collected by the late Mr. Nathaniel Hill,","pp. ix, xi, 3-9, 11, 38-9, 41-2, appendix p. xxxv.","[p. ix.] [Quotation from a translation in a hand of c. 1630 from
Pits (q.v. below, App. A., a. 1616) in MS. Harl. 4826, on
Lydgate.]
[pp. 5-6] [Chaucer's A.B.C.; three stanzas of the English text side
by side with De Guileville’s French.]
[p. 7] [Chaucer’s imitation at the end of The Book of the Duchesse,
""Right thus me mett, as I you tell,"" etc., of De Guileville's
description (also quoted) of being waked by the convent-bell,—
Ce me sembla en ce moment
Si que de lespouentement
Esueille et desdormy fu [etc.].
[pp. 8-9] [Quotation from Lydgate's Pilgrimage of the passage excus¬
ing himself from translating the A.B.C., already translated by
Chaucer, with the proofs that the translation of the Pilgrimage
from De Guileville in MS. Cotton Vitellius, C. xiii, was by
Lydgate.]
[pp. 38-9] [On the Dream Prologue in O.F. literature, with extracts
from De Guileville's Pèlerinage and Chaucer's Book of the
Duchesse.]
[pp. 41-2] [On the ""Go little book"" formula with which early poets
and dreamers sent forth their books, with quotation from
""Chaucer's"" Flour and the Lefe.]",
part3_p42_a2,Vol.2,part III,p42,1858.,"De Vere, Aubrey Thomas.","Select Specimens of the English Poets with Biographical Notices, &c.,","ed. Aubrey de Vere, pp. 1-3 [biographical and critical notice of Chaucer]; pp. 3-8 [extracts from Canterbury Tales, Il. 43-164, 2765-808, 5240-96), 20-1, 131. [Reprinted in The Household Poetry Book, an Anthology of English-speaking Poets from Chaucer to Faber, 1893 (same pagination).]",,
part3_p42_a3,Vol.2,part III,p42,1858.,"Emerson, Ralph Waldo.",Persian Poetry,"[in] The Atlantic Monthly, April, 1858, vol. i, p. 729, [reprinted in] Letters aud Social Aims, 1875, p. 226 [ed. 1876, the first in B.M.]. (Works, Centenary Edition, 1903, 12 vols., vol. viii, p. 252.)","The law of the ghaselle, or shorter ode, requires that the
poet insert his name in the last stanza. ... We remem¬
ber but two or three examples in English poetry: that of
Chaucer, in the ""House of Fame"" . . . .",
part3_p43_a1,Vol.2,part III,p43,1858.,H.,"Chaucer's Monument,","[in] The Gentleman's Magazine, new series, vol. iv, Feb. 1858, p. 83.","[A letter complaining that Chaucer's tomb was still not
restored and was moreover ""entirely hemmed in by umbrella
stands.""]",
part3_p43_a2,Vol.2,part III,p43,1858.,"Holmes, Oliver Wendell.","The Autocrat of the Breakfast Table,","ch. iv, v, [in] The Atlantic Monthly, Feb., March, 1858, vol. i, p. 462, 619; 1st vol. edn., Boston, 1858, pp. 92, 125. (Writings, 1891, 13 vols., vol. i, pp. 82-3, 110.)","[pp. 82-3] Men often remind me of pears in their way of coming to
maturity. . . . Rich, juicy, lively, fragrant, russet-skinned old
Chaucer was an Easter-Beurré; the buds of a new summer
were swelling when he ripened.
[p. 110] As the one word ""moi"" revealed the Stratford-atte-Bowe¬
taught Anglais . . .",
part3_p43_a3,Vol.2,part III,p43,1858.,"Hunt, James Henry Leigh.","The Tapiser's Tale, attempted in the manner of Chaucer,","[in] Fraser’s Magazine, Feb. 1858, vol. Ivii, pp. 160-3.","[The Tale is that of the miracle of the Field of Flowers,
from Mandeville, and is preceded by an introductory note,
and by a prologue, in which ""occasion has been taken to
suppose that the Carpenter has just been telling a tale, which
his hearers have found tedious . . . and that the Host . . .
feels himself warranted in rebuking the narrator.""
The Prologue begins:]
The Carpenter, whan that his tale was done,
Which sette us nigh on sleepyng everych one ...
Lookèd as big and highe, as thof his lore
Gaf him Saint Joseph for his auncestor ...",
part3_p43_a4,Vol.2,part III,p43-44,1858.,"Landor, Walter Savage.","Old-fashioned Verse,","[in] Dry Sticks, p. 44.","In verse alone I ran not wild
When I was hardly more than child,
Contented with the native lay
Of Pope or Prior, Swift or Gay ...
Then listened I to Spencer's strain,
Till Chaucer's Canterbury train
Came trooping past, and carried me
In more congenial company.
Soon my soul was hurried o’er
This bright scene: the ""solemn roar""
Of organ, under Milton's hand,
Struck me mute ...",
part3_p44_a1,Vol.2,part III,p44,1858-9.,"Marsh, George Perkins.","Lectures on the English Language,","New York, 1860, pp. 18. 22 and n., 30, 49-50, 71, 103, 111-3, 168-9, 174-7, 180, 252 n., 257-8, 323 and n., 391, 415, 424, 432-3, 468, 473, 500-1, 526-8, 530, 534 n., 539, 546, 603, 625, 675-6. dated 1859. An edn. of 1860, is in Bodl.; edn. 4, London, 1863, is the first in B.M.","[p. 22] In original power, and in all the highest qualities of poetry,
no Continental writer of that period, with the single exception
of Dante, can, for a moment, be compared with Chaucer, who,
only less than Shakespeare, deserves the epithet, myriad¬
minded.
[p. 168] There are few instances ... where a single writer has
exerted so great ... an influence on the language of his time
as Chaucer. ... Gower and Chaucer, writing for ladies and
cavaliers, used the phraseology most likely to be intelligible
and acceptable to courtiers. ... Wycliffe and his associates,
[p. 169] in their biblical translations, use few foreign words ... but
in their own original writings, they employ as large a propor¬
tion of Romance vocables as occurs in those of Chaucer's
works where they are most numerous. In the Squires Tale,
nine per cent. of the words are of Continental origin, in the
Nonne Prestes Tale the proportion falls to seven, while in the
prose Persones Tale ... it rises to eleven. ... It is the
selection of his vocabulary, and the structure of his periods,
that mark his style as his own, and it is a curious fact, that of
the small number of foreign words employed by him and by
Gower, a large share were in a manner forced upon them by
the necessities of rhyme; for while not less than ninety parts
in a hundred of their vocabularies are pure Anglo-Saxon,
more than one fourth of the terminal words of their verses are
Latin or French.","[These lectures were delivered in 1858-9, and the Congress copyright entry is For Marsh's second series of lectures see below, 1862.]"
